key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
35012,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,622,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35013,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,623,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35014,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,624,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35015,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,625,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35016,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,626,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35017,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,627,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35018,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,628,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35019,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,629,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35020,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,630,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35021,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,631,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35022,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,632,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35023,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,633,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35024,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,634,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35025,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,635,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35026,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,695,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35027,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,696,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35028,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,697,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35029,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,698,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35030,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,699,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35031,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,754,"Colosseum#0",0,"","",,"Anything you can do, I can do better...
A strike for a strike!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
35032,"InstanceContentType#13",0,30,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,948,"Colosseum#0",0,"","",,"So long as the crystal's light holds strong, so too shall I!","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,142,0,0,0,0,False,0,0,False
35033,"InstanceContentType#0",0,60,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
36000,"InstanceContentType#0",0,60,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
36001,"InstanceContentType#19",0,90,False,"music/ex4/BGM_EX4_VVD_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex4/vvdnnm/vvdnnm00110/vvdnnm00110",9316979,868,"Colosseum#0",0,"","",,"Clear the Sil'dihn Subterrane","",0,0,100,0,528000,0,0,10,0,0,132000,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,1,90,55,0,0,7,False,1,0,True
36002,"InstanceContentType#19",0,90,False,"music/ex4/BGM_EX4_VVD_03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex4/vvdhcc/vvdhcc00110/vvdhcc00110",9747025,945,"Colosseum#0",0,"","",,"A sorry attempt at an ambush, if you ask me...but let us continue on.","",0,0,100,0,594000,0,0,10,0,0,148500,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,4,131,65,0,0,11,False,2,0,True
36003,"InstanceContentType#19",0,90,False,"music/ex4/BGM_EX4_VVD_06.scd","music/ffxiv/BGM_System_WinLoop.scd","ex4/vvdmts/vvdmts00110/vvdmts00110",10085277,961,"Colosseum#0",0,"","",,"The direction of its magicks don't match the patterns. What puzzle is it putting before us?","",0,0,100,0,660000,0,0,15,0,0,165000,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,7,148,69,0,0,15,False,3,0,True
36004,"InstanceContentType#19",0,90,False,"music/ex5/BGM_EX5_VVD4_01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex5/vvdnzq/vvdnzq00110/vvdnzq00110",12109731,1066,"Colosseum#0",0,"","",,"Crates delivered","",0,0,0,40,0,15,0,0,20,25,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,10,229,104,0,0,24,False,0,51,True
36005,"InstanceContentType#0",0,60,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
37000,"InstanceContentType#0",0,60,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
37001,"InstanceContentType#20",0,90,False,"music/ex4/BGM_EX4_VVD_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex4/vvdnnm/vvdnnm00120/vvdnnm00120",9358577,878,"Colosseum#0",0,"","",,"Defeat Shadowcaster Zeless Gah","",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,2,98,56,0,0,8,False,0,0,False
37002,"InstanceContentType#20",0,120,False,"music/ex4/BGM_EX4_VVD_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex4/vvdnnm/vvdnnm00130/vvdnnm00130",9358577,879,"Colosseum#0",0,"","",,"Defeat Shadowcaster Zeless Gah","",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,True,3,98,56,0,0,9,False,0,0,False
37003,"InstanceContentType#20",0,90,False,"music/ex4/BGM_EX4_VVD_05.scd","music/ffxiv/BGM_System_WinLoop.scd","ex4/vvdhcc/vvdhcc00120/vvdhcc00120",9903652,946,"Colosseum#0",0,"","",,"You have done well to forestall your fate... But your end is come!","",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,5,137,66,0,0,12,False,0,0,False
37004,"InstanceContentType#20",0,120,False,"music/ex4/BGM_EX4_VVD_05.scd","music/ffxiv/BGM_System_WinLoop.scd","ex4/vvdhcc/vvdhcc00130/vvdhcc00130",9903652,947,"Colosseum#0",0,"","",,"You have done well to forestall your fate... But your end is come!","",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,True,6,137,66,0,0,13,False,0,0,False
37005,"InstanceContentType#20",0,90,False,"music/ex4/BGM_EX4_VVD_07.scd","music/ffxiv/BGM_System_WinLoop.scd","ex4/vvdmts/vvdmts00120/vvdmts00120",10092605,979,"Colosseum#0",0,"","",,"Revising threat assessment... Integrating additional tactics into stratagem.","",0,0,100,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,8,152,70,0,0,16,False,0,0,False
37006,"InstanceContentType#20",0,120,False,"music/ex4/BGM_EX4_VVD_07.scd","music/ffxiv/BGM_System_WinLoop.scd","ex4/vvdmts/vvdmts00130/vvdmts00130",10092605,980,"Colosseum#0",0,"","",,"Revising threat assessment... Integrating additional tactics into stratagem.","",0,0,100,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,True,9,152,70,0,0,17,False,0,0,False
37007,"InstanceContentType#20",0,90,False,"music/ex5/BGM_EX5_VVD4_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex5/vvdnzq/vvdnzq00130/vvdnzq00130",12290339,1079,"Colosseum#0",0,"","",,"From where shall death take you? I shall grant you the mercy of foresight.","",0,0,0,100,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,12,231,107,0,0,26,False,0,51,False
37008,"InstanceContentType#0",0,60,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
38000,"InstanceContentType#0",0,60,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
38001,"InstanceContentType#21",0,90,False,"music/ex5/BGM_EX5_VVD4_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex5/vvdnzq/vvdnzq00120/vvdnzq00120",12290314,1084,"Colosseum#0",0,"","",,"From where shall death take you? I shall grant you the mercy of foresight.","",0,0,0,100,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,11,230,105,0,0,25,False,0,51,True
38002,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40000,"InstanceContentType#0",0,60,False,"","music/ffxiv/BGM_System_WinLoop.scd","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40001,"InstanceContentType#5",0,30,False,,"music/ffxiv/BGM_Null.scd","",0,121,"Colosseum#0",0,"","","BNpcBase#0","","Exit <Highlight>ObjectParameter(56)</Highlight>?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#0",0,,2,0,0,0,0,False,1,0,0,0,0,0,False,0,0,False
40002,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40003,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40004,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40005,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40006,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40007,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40008,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40009,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40010,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40011,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40012,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40013,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40014,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40015,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40016,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40017,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40018,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40019,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40020,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40021,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
40022,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
